filename,label
7frRY7aGwMU0,shake_tomato
tHdnDCCCVBU0,shake_tomato
tHdnDCCCVBU1,shake_tomato
j-yiBoFxE4s0,shake_tomato
eG_dFrnOk-k0,shake_tomato
ncozgeSnRwA0,shake_tomato
j-yiBoFxE4s1,shake_tomato
j-yiBoFxE4s2,shake_tomato
7frRY7aGwMU1,shake_tomato
tHdnDCCCVBU2,shake_tomato
j-yiBoFxE4s3,shake_tomato
j-yiBoFxE4s4,shake_tomato
tHdnDCCCVBU3,shake_tomato
5y5L9uK5o000,shake_tomato
j-yiBoFxE4s5,shake_tomato
j-yiBoFxE4s6,shake_tomato
j-yiBoFxE4s7,shake_tomato
tHdnDCCCVBU4,shake_tomato
ncozgeSnRwA1,shake_tomato
j-yiBoFxE4s8,shake_tomato
j-yiBoFxE4s9,shake_tomato
ncozgeSnRwA2,shake_tomato
tHdnDCCCVBU5,shake_tomato
7frRY7aGwMU2,shake_tomato
j-yiBoFxE4s10,shake_tomato
j-yiBoFxE4s11,shake_tomato
tHdnDCCCVBU6,shake_tomato
tHdnDCCCVBU7,shake_tomato
ncozgeSnRwA3,shake_tomato
tHdnDCCCVBU8,shake_tomato
tHdnDCCCVBU9,shake_tomato
TLMroVuZ_Nc0,close_blender
I5lDKOLbcEA0,close_blender
CRpYWbUCWyU0,close_blender
I5lDKOLbcEA1,close_blender
ypfewaIAeno0,close_blender
TLMroVuZ_Nc1,close_blender
uGvJM-5JMWI0,close_blender
6GTfQjZILqA0,close_blender
CRpYWbUCWyU1,close_blender
6GTfQjZILqA1,close_blender
TLMroVuZ_Nc2,close_blender
TLMroVuZ_Nc3,close_blender
ypfewaIAeno1,close_blender
CRpYWbUCWyU2,close_blender
CRpYWbUCWyU3,close_blender
ypfewaIAeno2,close_blender
CRpYWbUCWyU4,close_blender
TLMroVuZ_Nc4,close_blender
-LUcn3SoISQ0,close_blender
TLMroVuZ_Nc5,close_blender
CRpYWbUCWyU5,close_blender
TLMroVuZ_Nc6,close_blender
3qzuOzV0ylg0,close_blender
I5lDKOLbcEA2,close_blender
TLMroVuZ_Nc7,close_blender
uGvJM-5JMWI1,close_blender
ypfewaIAeno3,close_blender
ppNqpTCZgf40,weigh_banana
f3eIl-JOTO80,weigh_banana
UI_W7GfKZSQ0,weigh_banana
ppNqpTCZgf41,weigh_banana
0ccSrtWKncI0,weigh_banana
ppNqpTCZgf42,weigh_banana
f3eIl-JOTO81,weigh_banana
0ccSrtWKncI1,weigh_banana
wuElGdGct3I0,weigh_banana
wuElGdGct3I1,weigh_banana
ppNqpTCZgf43,weigh_banana
wuElGdGct3I2,weigh_banana
IFY8XLDly1o0,weigh_banana
UI_W7GfKZSQ1,weigh_banana
qNZJxuD9YrE0,weigh_banana
wuElGdGct3I3,weigh_banana
0ccSrtWKncI2,weigh_banana
UI_W7GfKZSQ2,weigh_banana
ppNqpTCZgf44,weigh_banana
wuElGdGct3I4,weigh_banana
ppNqpTCZgf45,weigh_banana
wuElGdGct3I5,weigh_banana
ppNqpTCZgf46,weigh_banana
qNZJxuD9YrE1,weigh_banana
UI_W7GfKZSQ3,weigh_banana
DM6tSS7WfNI0,weigh_banana
qNZJxuD9YrE2,weigh_banana
UI_W7GfKZSQ4,weigh_banana
qNZJxuD9YrE3,weigh_banana
UI_W7GfKZSQ5,weigh_banana
wuElGdGct3I6,weigh_banana
qNZJxuD9YrE4,weigh_banana
wuElGdGct3I7,weigh_banana
wuElGdGct3I8,weigh_banana
0Y3wzFkSUps0,weigh_banana
dNZDAKVee-g0,move_microwave
Sa6ZC4TEPXk0,move_microwave
c1DnBGK9UF80,move_microwave
c1DnBGK9UF81,move_microwave
VsvPTP-eJyA0,move_microwave
Sa6ZC4TEPXk1,move_microwave
Sa6ZC4TEPXk2,move_microwave
c1DnBGK9UF82,move_microwave
c1DnBGK9UF83,move_microwave
VsvPTP-eJyA1,move_microwave
Sa6ZC4TEPXk3,move_microwave
a_P0n4HurSA0,move_microwave
VsvPTP-eJyA2,move_microwave
VsvPTP-eJyA3,move_microwave
a_P0n4HurSA1,move_microwave
a_P0n4HurSA2,move_microwave
VsvPTP-eJyA4,move_microwave
dNZDAKVee-g1,move_microwave
a_P0n4HurSA3,move_microwave
c1DnBGK9UF84,move_microwave
Sa6ZC4TEPXk4,move_microwave
VsvPTP-eJyA5,move_microwave
c1DnBGK9UF85,move_microwave
VsvPTP-eJyA6,move_microwave
Sa6ZC4TEPXk5,move_microwave
a_P0n4HurSA4,move_microwave
a_P0n4HurSA5,move_microwave
Sa6ZC4TEPXk6,move_microwave
Sa6ZC4TEPXk7,move_microwave
k7e9vGRoH8w0,move_microwave
c1DnBGK9UF86,move_microwave
c1DnBGK9UF87,move_microwave
c1DnBGK9UF88,move_microwave
c1DnBGK9UF89,move_microwave
k7e9vGRoH8w1,move_microwave
k7e9vGRoH8w2,move_microwave
k7e9vGRoH8w3,move_microwave
k7e9vGRoH8w4,move_microwave
5IbTTidaRn40,weigh_egg
5IbTTidaRn41,weigh_egg
5IbTTidaRn42,weigh_egg
11AKmhbaX0g0,weigh_egg
11AKmhbaX0g1,weigh_egg
6PJxSVW_Xp40,weigh_egg
SYUtoQFVleU0,weigh_egg
Yl2TnaKHvn00,weigh_egg
bdPsmVhUlZ00,unplug_oven
HoCBudoWS8w0,unplug_oven
HoCBudoWS8w1,unplug_oven
HoCBudoWS8w2,unplug_oven
bdPsmVhUlZ01,unplug_oven
C9KcyLyqL2Y0,unplug_oven
bdPsmVhUlZ02,unplug_oven
bdPsmVhUlZ03,unplug_oven
bdPsmVhUlZ04,unplug_oven
HoCBudoWS8w3,unplug_oven
bdPsmVhUlZ05,unplug_oven
bdPsmVhUlZ06,unplug_oven
bdPsmVhUlZ07,unplug_oven
bdPsmVhUlZ08,unplug_oven
C9KcyLyqL2Y1,unplug_oven
HoCBudoWS8w4,unplug_oven
C9KcyLyqL2Y2,unplug_oven
C9KcyLyqL2Y3,unplug_oven
HoCBudoWS8w5,unplug_oven
HoCBudoWS8w6,unplug_oven
HoCBudoWS8w7,unplug_oven
HoCBudoWS8w8,unplug_oven
HoCBudoWS8w9,unplug_oven
HoCBudoWS8w10,unplug_oven
QaMW4kKYbNM0,throw_shirt
yywai14eUPQ0,throw_shirt
TAVDqnCGbqQ0,throw_shirt
rX7KJuJiFqM0,throw_shirt
TAVDqnCGbqQ1,throw_shirt
i9sZF8t4aBw0,throw_shirt
bK8mQjJQfS40,throw_shirt
AvMJUXVp2FA0,throw_shirt
AvMJUXVp2FA1,throw_shirt
yywai14eUPQ1,throw_shirt
Cxjo2sgeLJ40,throw_shirt
